vessel_record_id,ssvid,n_shipname,n_callsign,imo,flag,authorized_from,authorized_to,source_code
AUS-191901|CCSBT-FV01286|IMO-8565355|IOTC-8593|WCPFC-5059,503555500,FISCO1,VHN9944,8565355,AUS,2012-05-11 00:00:00 UTC,2014-11-30 00:00:00 UTC,CCSBT
AUS-191901|CCSBT-FV01286|IMO-8565355|IOTC-8593|WCPFC-5059,503555500,FISCO1,VHN9944,8565355,AUS,2015-05-18 00:00:00 UTC,2015-11-30 00:00:00 UTC,CCSBT
AUS-191901|CCSBT-FV01286|IMO-8565355|IOTC-8593|WCPFC-5059,503555500,FISCO1,VHN9944,8565355,AUS,2016-04-27 00:00:00 UTC,2017-11-30 00:00:00 UTC,CCSBT
AUS-191901|CCSBT-FV01286|IMO-8565355|IOTC-8593|WCPFC-5059,503555500,FISCO1,VHN9944,8565355,AUS,2018-05-03 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-191901|CCSBT-FV01286|IMO-8565355|IOTC-8593|WCPFC-5059,503555500,FISCO1,VHN9944,8565355,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-191901|CCSBT-FV01286|IMO-8565355|IOTC-8593|WCPFC-5059,503555500,FISCO1,VHN9944,8565355,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-191901|CCSBT-FV01286|IMO-8565355|IOTC-8593|WCPFC-5059,503555500,FISCO1,VHN9944,8565355,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-301828|IMO-5314987|AUS-A182,503316000,SAXONONWARD,VJT5748,5314987,AUS,2016-10-18 00:00:00 UTC,2022-07-01 00:00:00 UTC,SIOFA
AUS-301828|IMO-5314987|AUS-A182,503316000,SAXONONWARD,VJT5748,5314987,AUS,2017-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,SPRFMO
AUS-355463|CCSBT-FV01440|IMO-7328970|IOTC-24|WCPFC-5137,503039080,MARIALUISA,VMML,7328970,AUS,2014-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-355463|CCSBT-FV01440|IMO-7328970|IOTC-24|WCPFC-5137,503039080,MARIALUISA,VMML,7328970,AUS,2012-01-01 00:00:00 UTC,2012-06-30 00:00:00 UTC,IOTC
AUS-355463|CCSBT-FV01440|IMO-7328970|IOTC-24|WCPFC-5137,503039080,MARIALUISA,VMML,7328970,AUS,2012-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-355463|CCSBT-FV01440|IMO-7328970|IOTC-24|WCPFC-5137,503039080,MARIALUISA,VMML,7328970,AUS,2014-06-29 23:39:42 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-374509|CCSBT-FV01355|IMO-8779712,503034780,SOUTHERNCONDOR,VM7780,8779712,AUS,2016-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-374777|IMO-7817581|AUS-SB3,503013330,PETUNAENDEAVOUR,VM4869,7817581,AUS,2016-10-18 00:00:00 UTC,2022-07-01 00:00:00 UTC,SIOFA
AUS-374777|IMO-7817581|AUS-SB3,503013330,PETUNAENDEAVOUR,VM4869,7817581,AUS,2017-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,SPRFMO
AUS-375048|CCSBT-FV04806|IMO-8784872|IOTC-8528|WCPFC-5086,503798700,SCORPION,VMQ4146,8784872,AUS,2015-08-14 00:00:00 UTC,2015-11-30 00:00:00 UTC,CCSBT
AUS-375048|CCSBT-FV04806|IMO-8784872|IOTC-8528|WCPFC-5086,503798700,SCORPION,VMQ4146,8784872,AUS,2016-05-13 00:00:00 UTC,2016-11-30 00:00:00 UTC,CCSBT
AUS-375048|CCSBT-FV04806|IMO-8784872|IOTC-8528|WCPFC-5086,503798700,SCORPION,VMQ4146,8784872,AUS,2018-07-06 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-375048|CCSBT-FV04806|IMO-8784872|IOTC-8528|WCPFC-5086,503798700,SCORPION,VMQ4146,8784872,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-375048|CCSBT-FV04806|IMO-8784872|IOTC-8528|WCPFC-5086,503798700,SCORPION,VMQ4146,8784872,AUS,2012-01-01 00:00:00 UTC,2012-02-29 00:00:00 UTC,IOTC
AUS-375048|CCSBT-FV04806|IMO-8784872|IOTC-8528|WCPFC-5086,503798700,SCORPION,VMQ4146,8784872,AUS,2013-03-01 00:00:00 UTC,2014-02-28 00:00:00 UTC,IOTC
AUS-375048|CCSBT-FV04806|IMO-8784872|IOTC-8528|WCPFC-5086,503798700,SCORPION,VMQ4146,8784872,AUS,2016-02-29 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-375048|CCSBT-FV04806|IMO-8784872|IOTC-8528|WCPFC-5086,503798700,SCORPION,VMQ4146,8784872,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-375185|CCSBT-FV04371|IMO-8774906,503035030,MICHELLE,VHS2473,8774906,AUS,2016-02-05 00:00:00 UTC,2017-11-30 00:00:00 UTC,CCSBT
AUS-385625|CCSBT-FV01469|IMO-8003618|IOTC-12|WCPFC-11095,503031020,OCEANDYNASTY,VHS6354,8003618,AUS,2014-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-385625|CCSBT-FV01469|IMO-8003618|IOTC-12|WCPFC-11095,503031020,OCEANDYNASTY,VHS6354,8003618,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-385625|CCSBT-FV01469|IMO-8003618|IOTC-12|WCPFC-11095,503031020,OCEANDYNASTY,VHS6354,8003618,AUS,2014-06-30 01:59:11 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-385637|CCSBT-FV01285|IMO-8019916,503033430,FINAK,VM7815,8019916,AUS,2015-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-385809|IMO-8011689|IOTC-9965,503744200,MARYJANESTELLA,,8011689,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-396245|CCSBT-FV01279|IMO-8019954,503584700,EMPRISLADY,VHS6319,8019954,AUS,2014-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-396259|CCSBT-FV01271|IMO-8126173|IOTC-19|WCPFC-4456,503583100,CYROAMA,VZS2820,8126173,AUS,2014-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-396259|CCSBT-FV01271|IMO-8126173|IOTC-19|WCPFC-4456,503583100,CYROAMA,VZS2820,8126173,AUS,,,IOTC
AUS-396259|CCSBT-FV01271|IMO-8126173|IOTC-19|WCPFC-4456,503583100,CYROAMA,VZS2820,8126173,AUS,2012-01-01 00:00:00 UTC,2016-06-30 00:00:00 UTC,IOTC
AUS-396259|CCSBT-FV01271|IMO-8126173|IOTC-19|WCPFC-4456,503583100,CYROAMA,VZS2820,8126173,AUS,2012-01-01 00:00:00 UTC,2017-01-24 00:45:03 UTC,WCPFC
AUS-396607|CCSBT-FV01490|IMO-8104072,503695000,SEAPRINCESSS,VHS5769,8104072,AUS,2014-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-418781|AUS-860009|IMO-7901758,503000144,VOYAGERP,VHS6500,7901758,AUS,2019-04-29 00:00:00 UTC,2022-07-01 00:00:00 UTC,SIOFA
AUS-418781|AUS-860009|IMO-7901758,512000076,VOYAGERP,ZMPO,7901758,NZL,2016-05-01 00:00:00 UTC,2018-01-30 00:00:00 UTC,SPRFMO
AUS-418781|AUS-860009|IMO-7901758,512000076,VOYAGERP,ZMPO,7901758,NZL,2018-06-12 00:00:00 UTC,2019-02-20 00:00:00 UTC,SPRFMO
AUS-418781|AUS-860009|IMO-7901758,503000144,VOYAGERP,VHS6500,7901758,AUS,2019-04-19 00:00:00 UTC,2022-07-01 00:00:00 UTC,SPRFMO
AUS-850040|CCSBT-FV01434|IMO-8120363,503033440,LUCKYS,,8120363,AUS,2014-12-01 00:00:00 UTC,2016-11-30 00:00:00 UTC,CCSBT
AUS-850040|CCSBT-FV01434|IMO-8120363,503033440,LUCKYS,,8120363,AUS,2017-06-26 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-850225|CCSBT-FV04368|IMO-8565109,503016690,LASTOVOS,VHS6138,8565109,AUS,2019-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-851072|CCSBT-FV06498|IMO-8774918,503049390,MELANIEB,VM7817,8774918,AUS,2017-12-01 00:00:00 UTC,2020-11-01 00:00:00 UTC,CCSBT
AUS-852900|CCSBT-FV01346|IMO-7901045,503034770,SEATAS3,VJT3407,7901045,AUS,2016-01-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-853152|CCSBT-FV04462|IMO-8564973,503016710,SYZYGYSEA,VHS6244,8564973,AUS,2019-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-853915|CCSBT-FV06381|IMO-8781313|IOTC-13955|WCPFC-4444,503597400,MARKARNA,VMQ9740,8781313,AUS,2016-05-31 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-853915|CCSBT-FV06381|IMO-8781313|IOTC-13955|WCPFC-4444,503597400,MARKARNA,VMQ9740,8781313,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-853915|CCSBT-FV06381|IMO-8781313|IOTC-13955|WCPFC-4444,503597400,MARKARNA,VMQ9740,8781313,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-854971|CCSBT-FV01260|IMO-8564777|IOTC-8553|WCPFC-9805,503337100,ASSASSIN,VMQ9627,8564777,AUS,2018-06-19 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-854971|CCSBT-FV01260|IMO-8564777|IOTC-8553|WCPFC-9805,503337100,ASSASSIN,VMQ9627,8564777,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-854971|CCSBT-FV01260|IMO-8564777|IOTC-8553|WCPFC-9805,503337100,ASSASSIN,VMQ9627,8564777,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-854971|CCSBT-FV01260|IMO-8564777|IOTC-8553|WCPFC-9805,503337100,ASSASSIN,VMQ9627,8564777,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-855218|IMO-8564894|IOTC-8559|WCPFC-5083,503005970,SAMURAI,VJQ4940,8564894,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-855218|IMO-8564894|IOTC-8559|WCPFC-5083,503005970,SAMURAI,VJQ4940,8564894,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-856113|CCSBT-FV01282|IMO-8036897|IOTC-8529|WCPFC-5058,503798900,ESBJORN,VMQ8456,8036897,AUS,2014-07-30 00:00:00 UTC,2014-11-30 00:00:00 UTC,CCSBT
AUS-856113|CCSBT-FV01282|IMO-8036897|IOTC-8529|WCPFC-5058,503798900,ESBJORN,VMQ8456,8036897,AUS,2015-08-06 00:00:00 UTC,2015-11-30 00:00:00 UTC,CCSBT
AUS-856113|CCSBT-FV01282|IMO-8036897|IOTC-8529|WCPFC-5058,503798900,ESBJORN,VMQ8456,8036897,AUS,2016-04-27 00:00:00 UTC,2017-11-30 00:00:00 UTC,CCSBT
AUS-856113|CCSBT-FV01282|IMO-8036897|IOTC-8529|WCPFC-5058,503798900,ESBJORN,VMQ8456,8036897,AUS,2018-05-03 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-856113|CCSBT-FV01282|IMO-8036897|IOTC-8529|WCPFC-5058,503798900,ESBJORN,VMQ8456,8036897,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-856113|CCSBT-FV01282|IMO-8036897|IOTC-8529|WCPFC-5058,503798900,ESBJORN,VMQ8456,8036897,AUS,2012-01-01 00:00:00 UTC,2014-02-28 00:00:00 UTC,IOTC
AUS-856113|CCSBT-FV01282|IMO-8036897|IOTC-8529|WCPFC-5058,503798900,ESBJORN,VMQ8456,8036897,AUS,2014-10-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-856113|CCSBT-FV01282|IMO-8036897|IOTC-8529|WCPFC-5058,503798900,ESBJORN,VMQ8456,8036897,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-856192|CCSBT-FV01504|IMO-8564961|IOTC-17206|WCPFC-5038,503074950,STRIKEFORCE,VJ7466,8564961,AUS,2019-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-856192|CCSBT-FV01504|IMO-8564961|IOTC-17206|WCPFC-5038,503074950,STRIKEFORCE,VJ7466,8564961,AUS,2021-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-856192|CCSBT-FV01504|IMO-8564961|IOTC-17206|WCPFC-5038,503074950,STRIKEFORCE,VJ7466,8564961,AUS,2012-01-01 00:00:00 UTC,2013-08-16 04:41:09 UTC,WCPFC
AUS-856192|CCSBT-FV01504|IMO-8564961|IOTC-17206|WCPFC-5038,503074950,STRIKEFORCE,VJ7466,8564961,AUS,2018-09-06 04:13:56 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-856311|CCSBT-FV01327|IMO-8784535|IOTC-8558|WCPFC-5102,503012780,PAPANUI,VMQ5065,8784535,AUS,2015-07-07 00:00:00 UTC,2015-11-30 00:00:00 UTC,CCSBT
AUS-856311|CCSBT-FV01327|IMO-8784535|IOTC-8558|WCPFC-5102,503012780,PAPANUI,VMQ5065,8784535,AUS,2018-06-30 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-856311|CCSBT-FV01327|IMO-8784535|IOTC-8558|WCPFC-5102,503012780,PAPANUI,VMQ5065,8784535,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-856311|CCSBT-FV01327|IMO-8784535|IOTC-8558|WCPFC-5102,503012780,PAPANUI,VMQ5065,8784535,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-856311|CCSBT-FV01327|IMO-8784535|IOTC-8558|WCPFC-5102,503012780,PAPANUI,VMQ5065,8784535,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-856315|CCSBT-FV01354|IMO-8784779|IOTC-8556|WCPFC-5094,503798800,SNIPER,VHN7652,8784779,AUS,2016-05-13 00:00:00 UTC,2017-11-30 00:00:00 UTC,CCSBT
AUS-856315|CCSBT-FV01354|IMO-8784779|IOTC-8556|WCPFC-5094,503798800,SNIPER,VHN7652,8784779,AUS,2018-05-03 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-856315|CCSBT-FV01354|IMO-8784779|IOTC-8556|WCPFC-5094,503798800,SNIPER,VHN7652,8784779,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-856315|CCSBT-FV01354|IMO-8784779|IOTC-8556|WCPFC-5094,503798800,SNIPER,VHN7652,8784779,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-856315|CCSBT-FV01354|IMO-8784779|IOTC-8556|WCPFC-5094,503798800,SNIPER,VHN7652,8784779,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-856321|CCSBT-FV01292|IMO-8564820|IOTC-8588|WCPFC-5115,503070290,GRACIEP,VJ4873,8564820,AUS,2012-05-21 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-856321|CCSBT-FV01292|IMO-8564820|IOTC-8588|WCPFC-5115,503070290,GRACIEP,VJ4873,8564820,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-856321|CCSBT-FV01292|IMO-8564820|IOTC-8588|WCPFC-5115,503070290,GRACIEP,VJ4873,8564820,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-856622|CCSBT-FV01314|WCPFC-5077,503003170,MOONSTRIKER2,VNW2730,,AUS,2012-01-01 00:00:00 UTC,2013-08-13 04:59:00 UTC,WCPFC
AUS-856748|CCSBT-FV01322|IMO-8309505|IOTC-23|WCPFC-8759,503424000,OCEANWILD2,VNW5000,8309505,AUS,2016-05-01 00:00:00 UTC,2016-11-30 00:00:00 UTC,CCSBT
AUS-856748|CCSBT-FV01322|IMO-8309505|IOTC-23|WCPFC-8759,503424000,OCEANWILD2,VNW5000,8309505,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-856748|CCSBT-FV01322|IMO-8309505|IOTC-23|WCPFC-8759,503424000,OCEANWILD2,VNW5000,8309505,AUS,2012-01-01 00:00:00 UTC,2013-08-16 04:42:32 UTC,WCPFC
AUS-856969|CCSBT-FV01262|IMO-8784896|IOTC-8557|WCPFC-4454,503798600,CALIBRE,VMQ9195,8784896,AUS,2015-08-14 00:00:00 UTC,2015-11-30 00:00:00 UTC,CCSBT
AUS-856969|CCSBT-FV01262|IMO-8784896|IOTC-8557|WCPFC-4454,503798600,CALIBRE,VMQ9195,8784896,AUS,2016-05-13 00:00:00 UTC,2016-11-30 00:00:00 UTC,CCSBT
AUS-856969|CCSBT-FV01262|IMO-8784896|IOTC-8557|WCPFC-4454,503798600,CALIBRE,VMQ9195,8784896,AUS,2018-07-06 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-856969|CCSBT-FV01262|IMO-8784896|IOTC-8557|WCPFC-4454,503798600,CALIBRE,VMQ9195,8784896,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-856969|CCSBT-FV01262|IMO-8784896|IOTC-8557|WCPFC-4454,503798600,CALIBRE,VMQ9195,8784896,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-856969|CCSBT-FV01262|IMO-8784896|IOTC-8557|WCPFC-4454,503798600,CALIBRE,VMQ9195,8784896,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-857127|CCSBT-FV01423|IMO-8784884|IOTC-8589|AUS-LFB12939|WCPFC-5103,503042740,KAYBEANNA,VJT6201,8784884,AUS,2012-01-01 00:00:00 UTC,2012-11-30 00:00:00 UTC,CCSBT
AUS-857127|CCSBT-FV01423|IMO-8784884|IOTC-8589|AUS-LFB12939|WCPFC-5103,503042740,KAYBEANNA,VJT6201,8784884,AUS,2013-04-09 00:00:00 UTC,2014-11-30 00:00:00 UTC,CCSBT
AUS-857127|CCSBT-FV01423|IMO-8784884|IOTC-8589|AUS-LFB12939|WCPFC-5103,503042740,KAYBEANNA,VJT6201,8784884,AUS,2015-05-18 00:00:00 UTC,2015-11-30 00:00:00 UTC,CCSBT
AUS-857127|CCSBT-FV01423|IMO-8784884|IOTC-8589|AUS-LFB12939|WCPFC-5103,503042740,KAYBEANNA,VJT6201,8784884,AUS,2016-05-18 00:00:00 UTC,2017-11-30 00:00:00 UTC,CCSBT
AUS-857127|CCSBT-FV01423|IMO-8784884|IOTC-8589|AUS-LFB12939|WCPFC-5103,503042740,KAYBEANNA,VJT6201,8784884,AUS,2018-05-30 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-857127|CCSBT-FV01423|IMO-8784884|IOTC-8589|AUS-LFB12939|WCPFC-5103,503042740,KAYBEANNA,VJT6201,8784884,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-857127|CCSBT-FV01423|IMO-8784884|IOTC-8589|AUS-LFB12939|WCPFC-5103,503042740,KAYBEANNA,VJT6201,8784884,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-857127|CCSBT-FV01423|IMO-8784884|IOTC-8589|AUS-LFB12939|WCPFC-5103,503042740,KAYBEANNA,VJT6201,8784884,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-857234|CCSBT-FV01276|IMO-8564791|IOTC-8429|WCPFC-5057,503014150,DIAMAX,VMQ8594,8564791,AUS,2015-07-07 00:00:00 UTC,2015-11-30 00:00:00 UTC,CCSBT
AUS-857234|CCSBT-FV01276|IMO-8564791|IOTC-8429|WCPFC-5057,503014150,DIAMAX,VMQ8594,8564791,AUS,2019-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-857234|CCSBT-FV01276|IMO-8564791|IOTC-8429|WCPFC-5057,503014150,DIAMAX,VMQ8594,8564791,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-857234|CCSBT-FV01276|IMO-8564791|IOTC-8429|WCPFC-5057,503014150,DIAMAX,VMQ8594,8564791,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-857268|CCSBT-FV04438|IMO-8774920,503095190,SILVERIMAGE,VHS6357,8774920,AUS,2018-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-857714|CCSBT-FV04023|IMO-8781325|IOTC-6610|WCPFC-8766,503061810,MAKYBEBJ,VHS6219,8781325,AUS,2016-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-857714|CCSBT-FV04023|IMO-8781325|IOTC-6610|WCPFC-8766,503061810,MAKYBEBJ,VHS6219,8781325,AUS,2012-01-01 00:00:00 UTC,2012-06-30 00:00:00 UTC,IOTC
AUS-857714|CCSBT-FV04023|IMO-8781325|IOTC-6610|WCPFC-8766,503061810,MAKYBEBJ,VHS6219,8781325,AUS,2012-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-857714|CCSBT-FV04023|IMO-8781325|IOTC-6610|WCPFC-8766,503061810,MAKYBEBJ,VHS6219,8781325,AUS,2012-01-01 00:00:00 UTC,2016-06-23 02:43:43 UTC,WCPFC
AUS-857714|CCSBT-FV04023|IMO-8781325|IOTC-6610|WCPFC-8766,503061810,MAKYBEBJ,VHS6219,8781325,AUS,2017-01-24 00:39:43 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-857816|CCSBT-FV01503|IMO-8784860|IOTC-8527|WCPFC-5140,503335600,STRAIGHTSHOOTER,VMQ9692,8784860,AUS,2015-08-14 00:00:00 UTC,2015-11-30 00:00:00 UTC,CCSBT
AUS-857816|CCSBT-FV01503|IMO-8784860|IOTC-8527|WCPFC-5140,503335600,STRAIGHTSHOOTER,VMQ9692,8784860,AUS,2016-05-13 00:00:00 UTC,2016-11-30 00:00:00 UTC,CCSBT
AUS-857816|CCSBT-FV01503|IMO-8784860|IOTC-8527|WCPFC-5140,503335600,STRAIGHTSHOOTER,VMQ9692,8784860,AUS,2018-07-06 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-857816|CCSBT-FV01503|IMO-8784860|IOTC-8527|WCPFC-5140,503335600,STRAIGHTSHOOTER,VMQ9692,8784860,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-857816|CCSBT-FV01503|IMO-8784860|IOTC-8527|WCPFC-5140,503335600,STRAIGHTSHOOTER,VMQ9692,8784860,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-857816|CCSBT-FV01503|IMO-8784860|IOTC-8527|WCPFC-5140,503335600,STRAIGHTSHOOTER,VMQ9692,8784860,AUS,2012-01-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-858083|CCSBT-FV06219|IMO-8784858|IOTC-15945|WCPFC-11092,503007240,EMNICUS,VNKB,8784858,AUS,2016-05-13 00:00:00 UTC,2016-11-30 00:00:00 UTC,CCSBT
AUS-858083|CCSBT-FV06219|IMO-8784858|IOTC-15945|WCPFC-11092,503007240,EMNICUS,VNKB,8784858,AUS,2017-07-21 00:00:00 UTC,2017-11-30 00:00:00 UTC,CCSBT
AUS-858083|CCSBT-FV06219|IMO-8784858|IOTC-15945|WCPFC-11092,503007240,EMNICUS,VNKB,8784858,AUS,2018-06-24 00:00:00 UTC,2018-11-30 00:00:00 UTC,CCSBT
AUS-858083|CCSBT-FV06219|IMO-8784858|IOTC-15945|WCPFC-11092,503007240,EMNICUS,VNKB,8784858,AUS,2019-03-20 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-858083|CCSBT-FV06219|IMO-8784858|IOTC-15945|WCPFC-11092,503007240,EMNICUS,VNKB,8784858,AUS,2014-05-12 00:00:00 UTC,2022-07-01 00:00:00 UTC,IOTC
AUS-858083|CCSBT-FV06219|IMO-8784858|IOTC-15945|WCPFC-11092,503007240,EMNICUS,VNKB,8784858,AUS,2014-06-26 22:08:00 UTC,2022-07-01 00:00:00 UTC,WCPFC
AUS-858886|CCSBT-FV04370|IMO-9240237,503035170,LUKINA,VHS6176,9240237,AUS,2015-12-01 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCSBT
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,512189000,ANTARCTICCHIEFTAIN,ZMA6800,9262833,NZL,2012-01-01 00:00:00 UTC,2012-04-20 00:00:00 UTC,CCAMLR
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,503595000,ANTARCTICCHIEFTAIN,VJT6415,9262833,AUS,2012-04-20 00:00:00 UTC,2012-12-11 00:00:00 UTC,CCAMLR
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,512189000,ANTARCTICCHIEFTAIN,ZMA6800,9262833,NZL,2012-12-11 00:00:00 UTC,2013-05-24 00:00:00 UTC,CCAMLR
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,503595000,ANTARCTICCHIEFTAIN,VJT6415,9262833,AUS,2013-05-24 00:00:00 UTC,2013-11-20 00:00:00 UTC,CCAMLR
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,512189000,ANTARCTICCHIEFTAIN,ZMA6800,9262833,NZL,2013-11-20 00:00:00 UTC,2014-04-14 00:00:00 UTC,CCAMLR
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,503595000,ANTARCTICCHIEFTAIN,VJT6415,9262833,AUS,2014-04-14 00:00:00 UTC,2021-05-27 00:00:00 UTC,CCAMLR
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,441389000,BLUEOCEAN,6KST,9262833,KOR,2021-05-27 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCAMLR
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,512189000,ANTARCTICCHIEFTAIN,ZMA6800,9262833,NZL,2012-01-01 00:00:00 UTC,2013-10-31 00:00:00 UTC,CCSBT
AUS-859032|CCAMLR-75746|CCSBT-FV04618|IMO-9262833,441389000,BLUEOCEAN,6KST,9262833,KOR,2021-07-22 00:00:00 UTC,2022-07-01 00:00:00 UTC,SPRFMO
AUS-860586|AUS-VJN4147|CCAMLR-78941|IMO-9111694,503770000,ISLAEDEN,VJN4147,9111694,AUS,2013-04-08 00:00:00 UTC,2022-07-01 00:00:00 UTC,CCAMLR
